model,label,precision,item_id,mode,peak_allocated_gib,peak_reserved_gib,input_tokens,output_tokens,hardware
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b05_016,with_rag,8.146213054656982,8.84765625,1651,103,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b05_017,with_rag,8.129846096038818,8.84765625,1615,81,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b05_017,no_rag,7.474699974060059,8.84765625,185,83,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b05_018,no_rag,7.465505599975586,8.84765625,166,108,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b05_018,with_rag,8.066216945648193,8.84765625,1479,109,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b05_019,with_rag,8.281315326690674,8.84765625,1937,89,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b05_019,no_rag,7.462949752807617,8.84765625,160,106,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b05_020,no_rag,7.475552558898926,8.84765625,187,73,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b05_020,with_rag,8.055634498596191,8.84765625,1458,96,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_002,with_rag,8.353282928466797,8.84765625,2099,115,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_002,no_rag,7.474274635314941,8.84765625,184,150,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_003,no_rag,7.471613883972168,8.84765625,179,118,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_003,with_rag,8.069077491760254,8.84765625,1486,110,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_004,with_rag,8.089315414428711,8.84765625,1524,112,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_004,no_rag,7.473848342895508,8.84765625,183,117,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_005,no_rag,7.468061447143555,8.84765625,172,122,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_005,with_rag,8.160768508911133,8.84765625,1677,87,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_006,with_rag,8.11999797821045,8.84765625,1598,104,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_006,no_rag,7.470762252807617,8.84765625,177,107,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_007,no_rag,7.477682113647461,8.84765625,192,134,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_007,with_rag,8.143969535827637,8.84765625,1650,138,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_008,with_rag,8.200455665588379,8.84765625,1770,158,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_008,no_rag,7.472040176391602,8.84765625,180,140,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_009,no_rag,7.472465515136719,8.84765625,181,102,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_009,with_rag,8.111690044403076,8.84765625,1577,137,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_010,with_rag,8.280281066894531,8.84765625,1934,122,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_010,no_rag,7.472465515136719,8.84765625,181,115,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_011,no_rag,7.479815483093262,8.84765625,197,93,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_011,with_rag,8.148412704467773,8.84765625,1658,114,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_012,with_rag,8.147672653198242,8.84765625,1656,118,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_012,no_rag,7.478963851928711,8.84765625,195,111,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_013,no_rag,7.470762252807617,8.84765625,177,120,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_013,with_rag,8.039216995239258,8.84765625,1421,153,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_014,with_rag,8.387877464294434,8.84765625,2173,145,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_014,no_rag,7.468061447143555,8.84765625,172,118,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_015,no_rag,7.471187591552734,8.84765625,178,94,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_015,with_rag,8.086502075195312,8.84765625,1520,105,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_016,with_rag,8.21842098236084,8.84765625,1808,108,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_016,no_rag,7.476404190063477,8.84765625,189,111,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_017,no_rag,7.477256774902344,8.84765625,191,120,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_017,with_rag,8.086502075195312,8.84765625,1520,149,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_018,with_rag,8.068236351013184,8.84765625,1484,147,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_018,no_rag,7.473422050476074,8.84765625,182,94,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_019,no_rag,7.468914031982422,8.84765625,174,123,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_019,with_rag,8.215399742126465,8.84765625,1800,119,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_020,with_rag,8.281929969787598,8.84765625,1939,139,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,NF4,clinical_astra_b06_020,no_rag,7.474699974060059,8.84765625,185,166,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_001,no_rag,22.854045391082764,23.001953125,193,81,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_001,with_rag,23.549219131469727,23.919921875,1718,102,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_001,with_rag,23.57802724838257,24.078125,1787,88,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_001,no_rag,22.793931007385254,24.078125,163,62,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_001,no_rag,22.854031562805176,24.078125,168,122,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_001,with_rag,23.40512752532959,24.078125,1432,131,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b04_001,with_rag,23.424674034118652,24.078125,1471,155,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b04_001,no_rag,22.854031562805176,24.078125,180,96,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b05_001,no_rag,22.85403347015381,24.078125,196,113,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b05_001,with_rag,23.57936191558838,24.078125,1790,161,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b06_001,with_rag,23.52839231491089,24.078125,1677,72,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b06_001,no_rag,22.854031562805176,24.078125,180,105,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_002,no_rag,22.854045391082764,24.078125,205,74,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_002,with_rag,23.474292755126953,24.078125,1576,120,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_003,with_rag,23.514225959777832,24.078125,1643,80,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_003,no_rag,22.802793979644775,24.078125,169,80,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_004,no_rag,22.854045391082764,24.078125,197,94,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_004,with_rag,23.524636268615723,24.078125,1658,127,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_005,with_rag,23.593749046325684,24.078125,1814,175,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_005,no_rag,22.854045391082764,24.078125,201,132,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_006,no_rag,22.85404348373413,24.078125,189,96,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_006,with_rag,23.463099002838135,24.078125,1552,106,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_007,with_rag,23.555851936340332,24.078125,1735,123,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_007,no_rag,22.85403347015381,24.078125,212,109,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_008,no_rag,22.85404348373413,24.078125,187,118,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_008,with_rag,23.434885025024414,24.078125,1494,82,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_009,with_rag,23.542716026306152,24.078125,1708,118,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_009,no_rag,22.85404348373413,24.078125,187,93,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_010,no_rag,22.85403347015381,24.078125,196,79,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_010,with_rag,23.44968557357788,24.078125,1524,92,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_011,with_rag,23.779807090759277,24.265625,2177,122,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_011,no_rag,22.854031562805176,24.265625,188,90,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_012,no_rag,22.85404348373413,24.265625,185,111,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_012,with_rag,23.445743560791016,24.265625,1511,104,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_013,with_rag,23.459035873413086,24.265625,1543,121,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_013,no_rag,22.85403347015381,24.265625,194,88,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_014,no_rag,22.85348129272461,24.265625,173,86,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_014,with_rag,23.440394401550293,24.265625,1501,61,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_015,with_rag,23.56161403656006,24.265625,1742,97,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_015,no_rag,22.805037021636963,24.265625,177,78,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_016,no_rag,22.854031562805176,24.265625,172,124,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_016,with_rag,23.534029960632324,24.265625,1695,93,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_017,with_rag,23.491541385650635,24.265625,1608,103,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_017,no_rag,22.854031562805176,24.265625,192,91,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_018,no_rag,22.85404348373413,24.265625,175,102,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_018,with_rag,23.418209075927734,24.265625,1458,102,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_019,with_rag,23.505839347839355,24.265625,1625,132,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_019,no_rag,22.854031562805176,24.265625,178,117,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_020,no_rag,22.854031562805176,24.265625,178,94,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b01_020,with_rag,23.626314640045166,24.265625,1867,133,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_002,with_rag,23.477205753326416,24.265625,1582,81,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_002,no_rag,22.805410861968994,24.265625,158,97,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_003,no_rag,22.799055576324463,24.265625,165,73,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_003,with_rag,23.51546859741211,24.265625,1647,122,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_004,with_rag,23.63461923599243,24.265625,1895,63,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_004,no_rag,22.80167245864868,24.265625,156,89,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_005,no_rag,22.85404348373413,24.265625,161,102,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_005,with_rag,23.505436897277832,24.265625,1624,143,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_006,with_rag,23.57566261291504,24.265625,1778,102,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_006,no_rag,22.793074131011963,24.265625,161,61,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_007,no_rag,22.80466318130493,24.265625,162,91,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_007,with_rag,23.530370235443115,24.265625,1684,98,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_008,with_rag,23.552912712097168,24.265625,1728,71,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_008,no_rag,22.790635108947754,24.265625,160,56,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_009,no_rag,22.854031562805176,24.265625,166,124,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_009,with_rag,23.513915061950684,24.265625,1642,91,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_010,with_rag,23.532418727874756,24.265625,1691,118,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_010,no_rag,22.85404348373413,24.265625,171,104,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_011,no_rag,22.85404348373413,24.265625,167,97,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_011,with_rag,23.41988468170166,24.265625,1454,100,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_012,with_rag,23.411275386810303,24.265625,1445,114,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_012,no_rag,22.85404348373413,24.265625,167,117,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_013,no_rag,22.85404348373413,24.265625,165,103,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_013,with_rag,23.6116304397583,24.265625,1854,102,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_014,with_rag,23.52584981918335,24.265625,1668,74,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_014,no_rag,22.802793979644775,24.265625,167,82,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_015,no_rag,22.854031562805176,24.265625,166,102,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_015,with_rag,23.538488388061523,24.265625,1706,90,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_016,with_rag,23.47137975692749,24.265625,1570,101,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_016,no_rag,22.854031562805176,24.265625,176,94,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_017,no_rag,22.854031562805176,24.265625,172,112,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_017,with_rag,23.430002689361572,24.265625,1483,66,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_018,with_rag,23.48926591873169,24.265625,1603,106,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_018,no_rag,22.805037021636963,24.265625,171,84,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_019,no_rag,22.85404348373413,24.265625,163,112,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_019,with_rag,23.44907283782959,24.265625,1521,92,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_020,with_rag,23.512520790100098,24.265625,1635,116,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b02_020,no_rag,22.854031562805176,24.265625,178,106,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_002,no_rag,22.85404348373413,24.265625,181,122,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_002,with_rag,23.48011875152588,24.265625,1588,118,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_003,with_rag,23.63461923599243,24.265625,1895,160,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_003,no_rag,22.854045391082764,24.265625,205,145,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_004,no_rag,22.85404348373413,24.265625,175,114,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_004,with_rag,23.53355121612549,24.265625,1685,122,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_005,with_rag,23.466723442077637,24.265625,1560,150,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_005,no_rag,22.854045391082764,24.265625,193,136,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_006,no_rag,22.85404348373413,24.265625,171,101,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_006,with_rag,23.466270446777344,24.265625,1559,124,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_007,with_rag,23.474778175354004,24.265625,1577,134,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_007,no_rag,22.85404348373413,24.265625,189,134,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_008,no_rag,22.80167245864868,24.265625,164,82,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_008,with_rag,23.433109760284424,24.265625,1490,128,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_009,with_rag,23.377666473388672,24.265625,1375,77,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_009,no_rag,22.80092477798462,24.265625,166,77,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_010,no_rag,22.854031562805176,24.265625,174,89,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_010,with_rag,23.461287021636963,24.265625,1548,106,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_011,with_rag,23.495636463165283,24.265625,1617,122,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_011,no_rag,22.85404348373413,24.265625,173,147,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_012,no_rag,22.854031562805176,24.265625,170,95,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_012,with_rag,23.47914743423462,24.265625,1586,76,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_013,with_rag,23.475263595581055,24.265625,1578,113,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_013,no_rag,22.854031562805176,24.265625,170,93,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_014,no_rag,22.803167819976807,24.265625,176,73,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_014,with_rag,23.49472665786743,24.265625,1615,93,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_015,with_rag,23.525073051452637,24.265625,1661,123,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_015,no_rag,22.85404348373413,24.265625,191,107,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_016,no_rag,22.85404348373413,24.265625,183,89,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_016,with_rag,23.514225959777832,24.265625,1643,113,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_017,with_rag,23.569127082824707,24.265625,1762,106,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_017,no_rag,22.85404348373413,24.265625,183,79,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_018,no_rag,22.854031562805176,24.265625,192,110,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_018,with_rag,23.52839231491089,24.265625,1677,107,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_019,with_rag,23.513142585754395,24.265625,1637,107,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_019,no_rag,22.85404348373413,24.265625,185,103,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_020,no_rag,22.85404348373413,24.265625,187,112,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b03_020,with_rag,23.419578552246094,24.265625,1453,118,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b04_002,with_rag,23.524781703948975,24.265625,1659,102,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b04_002,no_rag,22.85403347015381,24.265625,194,89,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b04_003,no_rag,22.854031562805176,24.265625,178,111,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b04_003,with_rag,23.66169309616089,24.265625,1953,108,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b04_004,with_rag,23.44907283782959,24.265625,1521,88,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b04_004,no_rag,22.805784702301025,24.265625,169,87,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b04_005,no_rag,22.854031562805176,24.265625,180,127,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b04_005,with_rag,23.52754497528076,24.265625,1674,129,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b04_006,with_rag,23.529240131378174,24.265625,1680,101,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b04_006,no_rag,22.854031562805176,24.265625,180,121,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b04_007,no_rag,22.85404348373413,24.265625,177,108,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b04_007,with_rag,23.44168758392334,24.265625,1504,135,NVIDIA RTX A6000
google/gemma-3-12b-it,Gemma 3 12B,BF16,clinical_astra_b04_008,with_rag,23.45330572128296,24.265625,1532,94,NVIDIA RTX A6000
