model,label,precision,item_id,mode,peak_allocated_gib,peak_reserved_gib,input_tokens,output_tokens,hardware
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b02_013,no_rag,5.478904724121094,6.123046875,187,107,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b02_013,with_rag,5.82334041595459,6.123046875,1826,96,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b02_014,with_rag,5.785836219787598,6.123046875,1670,97,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b02_014,no_rag,5.479608535766602,6.123046875,191,94,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b02_015,no_rag,5.47978401184082,6.123046875,192,151,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b02_015,with_rag,5.786123275756836,6.123046875,1672,107,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b02_016,with_rag,5.768893241882324,6.123046875,1586,99,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b02_016,no_rag,5.48142147064209,6.123046875,198,130,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b02_017,no_rag,5.48142147064209,6.123046875,198,142,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b02_017,with_rag,5.7475690841674805,6.123046875,1478,99,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b02_018,with_rag,5.768238067626953,6.123046875,1580,112,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b02_018,no_rag,5.480656623840332,6.123046875,194,125,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b02_019,no_rag,5.478376388549805,6.123046875,184,111,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b02_019,with_rag,5.758644104003906,6.123046875,1531,116,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b02_020,with_rag,5.780094146728516,6.123046875,1640,124,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b02_020,no_rag,5.482568740844727,6.123046875,204,120,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_002,no_rag,5.483333587646484,6.123046875,208,149,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_002,with_rag,5.769037246704102,6.123046875,1587,139,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_003,with_rag,5.837699890136719,6.123046875,1888,236,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_003,no_rag,5.488070487976074,6.123046875,229,155,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_004,no_rag,5.482186317443848,6.123046875,202,153,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_004,with_rag,5.785549163818359,6.123046875,1668,100,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_005,with_rag,5.761873245239258,6.123046875,1544,132,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_005,no_rag,5.485437393188477,6.123046875,219,246,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_006,no_rag,5.481039047241211,6.123046875,196,142,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_006,with_rag,5.763947486877441,6.123046875,1566,156,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_007,with_rag,5.768491744995117,6.123046875,1583,136,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_007,no_rag,5.484480857849121,6.123046875,214,135,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_008,no_rag,5.4790802001953125,6.123046875,188,134,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_008,with_rag,5.748075485229492,6.123046875,1476,136,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_009,with_rag,5.727109909057617,6.123046875,1388,92,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_009,no_rag,5.479256629943848,6.123046875,189,109,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_010,no_rag,5.481230735778809,6.123046875,197,77,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_010,with_rag,5.757525444030762,6.123046875,1526,127,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_011,with_rag,5.771021842956543,6.123046875,1597,81,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_011,no_rag,5.479608535766602,6.123046875,191,150,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_012,no_rag,5.48084831237793,6.123046875,195,112,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_012,with_rag,5.770691871643066,6.123046875,1593,104,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_013,with_rag,5.770856857299805,6.123046875,1595,121,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_013,no_rag,5.47978401184082,6.123046875,192,99,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_014,no_rag,5.482186317443848,6.123046875,202,102,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_014,with_rag,5.778875350952148,6.123046875,1628,93,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_015,with_rag,5.780196189880371,6.123046875,1641,123,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_015,no_rag,5.484672546386719,6.123046875,215,79,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_016,no_rag,5.4829511642456055,6.123046875,206,93,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_016,with_rag,5.7792816162109375,6.123046875,1632,118,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_017,with_rag,5.801183700561523,6.123046875,1748,143,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_017,no_rag,5.483142852783203,6.123046875,207,142,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_018,no_rag,5.484098434448242,6.123046875,212,119,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_018,with_rag,5.793740272521973,6.123046875,1710,147,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_019,with_rag,5.778469085693359,6.123046875,1624,121,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_019,no_rag,5.483525276184082,6.123046875,209,135,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_020,no_rag,5.483333587646484,6.123046875,208,101,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b03_020,with_rag,5.734738349914551,6.123046875,1429,104,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_002,with_rag,5.78029727935791,6.123046875,1642,160,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_002,no_rag,5.485054969787598,6.123046875,217,92,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_003,no_rag,5.481995582580566,6.123046875,201,143,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_003,with_rag,5.835865020751953,6.123046875,1880,136,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_004,with_rag,5.7637434005737305,6.123046875,1565,96,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_004,no_rag,5.481230735778809,6.123046875,197,97,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_005,no_rag,5.482378005981445,6.123046875,203,173,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_005,with_rag,5.783792495727539,6.123046875,1663,189,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_006,with_rag,5.783444404602051,6.123046875,1661,190,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_006,no_rag,5.482760429382324,6.123046875,205,164,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_007,no_rag,5.4829511642456055,6.123046875,206,137,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_007,with_rag,5.755239486694336,6.123046875,1507,128,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_008,with_rag,5.768069267272949,6.123046875,1578,140,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_008,no_rag,5.484672546386719,6.123046875,215,127,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_009,no_rag,5.479432106018066,6.123046875,190,120,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_009,with_rag,5.800260543823242,6.123046875,1735,125,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_010,with_rag,5.736403465270996,6.123046875,1434,89,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_010,no_rag,5.481230735778809,6.123046875,197,124,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_011,no_rag,5.479256629943848,6.123046875,189,74,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_011,with_rag,5.8234663009643555,6.123046875,1834,100,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_012,with_rag,5.791905403137207,6.123046875,1702,122,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_012,no_rag,5.478904724121094,6.123046875,187,139,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_013,no_rag,5.4790802001953125,6.123046875,188,1024,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_013,with_rag,5.82203483581543,6.123046875,1823,92,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_014,with_rag,5.748543739318848,6.123046875,1489,125,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_014,no_rag,5.482568740844727,6.123046875,204,206,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_015,no_rag,5.47978401184082,6.123046875,192,137,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_015,with_rag,5.798311233520508,6.123046875,1728,94,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_016,with_rag,5.779687881469727,6.123046875,1636,89,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_016,no_rag,5.484098434448242,6.123046875,212,98,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_017,no_rag,5.4790802001953125,6.123046875,188,131,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_017,with_rag,5.783444404602051,6.123046875,1661,153,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_018,with_rag,5.771109580993652,6.123046875,1601,119,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_018,no_rag,5.481230735778809,6.123046875,197,120,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_019,no_rag,5.481039047241211,6.123046875,196,107,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_019,with_rag,5.752030372619629,6.123046875,1505,87,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_020,with_rag,5.739770889282227,6.123046875,1451,91,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b04_020,no_rag,5.482378005981445,6.123046875,203,138,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_002,no_rag,5.484098434448242,6.123046875,212,123,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_002,with_rag,5.7691802978515625,6.123046875,1588,107,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_003,with_rag,5.802616119384766,6.123046875,1755,176,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_003,no_rag,5.483525276184082,6.123046875,209,156,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_004,no_rag,5.47855281829834,6.123046875,185,75,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_004,with_rag,5.778672218322754,6.123046875,1626,123,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_005,with_rag,5.832345008850098,6.123046875,1857,161,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_005,no_rag,5.48142147064209,6.123046875,198,127,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_006,no_rag,5.478200912475586,6.123046875,183,141,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_006,with_rag,5.82490348815918,6.123046875,1831,157,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_007,with_rag,5.771518707275391,6.123046875,1603,123,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_007,no_rag,5.478728294372559,6.123046875,186,134,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_008,no_rag,5.484480857849121,6.123046875,214,1024,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_008,with_rag,5.7440185546875,6.123046875,1468,132,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_009,with_rag,5.790849685668945,6.123046875,1696,202,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_009,no_rag,5.483333587646484,6.123046875,208,124,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_010,no_rag,5.487576484680176,6.123046875,226,177,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_010,with_rag,5.77213191986084,6.123046875,1606,170,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_011,with_rag,5.805992126464844,6.123046875,1771,111,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_011,no_rag,5.482568740844727,6.123046875,204,90,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_012,no_rag,5.483525276184082,6.123046875,209,1024,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_012,with_rag,5.82203483581543,6.123046875,1823,103,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_013,with_rag,5.780094146728516,6.123046875,1640,149,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_013,no_rag,5.4816131591796875,6.123046875,199,220,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_014,no_rag,5.478904724121094,6.123046875,187,139,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_014,with_rag,5.761699676513672,6.123046875,1539,87,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_015,with_rag,5.758644104003906,6.123046875,1531,222,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_015,no_rag,5.47855281829834,6.123046875,185,94,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_016,no_rag,5.477497100830078,6.123046875,179,124,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_016,with_rag,5.782296180725098,6.123046875,1653,105,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_017,with_rag,5.768606185913086,6.123046875,1584,137,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_017,no_rag,5.482568740844727,6.123046875,204,125,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_018,no_rag,5.4790802001953125,6.123046875,188,107,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_018,with_rag,5.748115539550781,6.123046875,1483,124,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_019,with_rag,5.821514129638672,6.123046875,1819,93,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_019,no_rag,5.478728294372559,6.123046875,186,105,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_020,no_rag,5.483142852783203,6.123046875,207,122,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b05_020,with_rag,5.739982604980469,6.123046875,1452,74,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_002,with_rag,5.8499650955200195,6.123046875,1982,151,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_002,no_rag,5.482568740844727,6.123046875,204,1024,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_003,no_rag,5.481995582580566,6.123046875,201,169,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_003,with_rag,5.7558393478393555,6.123046875,1518,159,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_004,with_rag,5.76180362701416,6.123046875,1542,103,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_004,no_rag,5.483525276184082,6.123046875,209,155,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_005,no_rag,5.481230735778809,6.123046875,197,114,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_005,with_rag,5.788736343383789,6.123046875,1680,74,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_006,with_rag,5.7795867919921875,6.123046875,1635,139,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_006,no_rag,5.483716011047363,6.123046875,210,135,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_007,no_rag,5.484672546386719,6.123046875,215,178,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_007,with_rag,5.7831573486328125,6.123046875,1659,169,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_008,with_rag,5.8085479736328125,6.123046875,1784,143,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_008,no_rag,5.482760429382324,6.123046875,205,130,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_009,no_rag,5.4829511642456055,6.123046875,206,106,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_009,with_rag,5.770443916320801,6.123046875,1590,141,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_010,with_rag,5.8370161056518555,6.123046875,1893,100,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_010,no_rag,5.482186317443848,6.123046875,202,100,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_011,no_rag,5.485437393188477,6.123046875,219,138,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_011,with_rag,5.788857460021973,6.123046875,1681,96,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_012,with_rag,5.782296180725098,6.123046875,1653,130,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_012,no_rag,5.48486328125,6.123046875,216,118,NVIDIA A100-SXM4-40GB
meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B,NF4,clinical_astra_b06_013,no_rag,5.482568740844727,6.123046875,204,157,NVIDIA A100-SXM4-40GB
