strategy,item_type,evidence_recall@1,page_hit@1,evidence_recall@3,page_hit@3,evidence_recall@5,page_hit@5,evidence_recall@8,page_hit@8,evidence_mrr,budgeted_evidence_recall@1,budgeted_page_hit@1,budgeted_evidence_recall@3,budgeted_page_hit@3,budgeted_evidence_recall@5,budgeted_page_hit@5,budgeted_evidence_recall@8,budgeted_page_hit@8,budgeted_evidence_mrr,anchor_evidence_recall@5,items
hybrid_rrf_rerank_jiwar,free_text_qa,0.41,0.4525,0.58625,0.6375,0.64875,0.6975,0.66,0.71,0.5066904761904761,0.41,0.4525,0.58625,0.6375,0.64875,0.6975,0.66,0.71,0.5066904761904761,0.64625,400
hybrid_rrf_rerank_jiwar,mcq,0.3912630579297246,0.4202279202279202,0.563627730294397,0.6210826210826211,0.6213200379867047,0.6866096866096866,0.6355650522317189,0.6965811965811965,0.48959435626102293,0.3912630579297246,0.4202279202279202,0.563627730294397,0.6210826210826211,0.6213200379867047,0.6866096866096866,0.6355650522317189,0.6965811965811965,0.48959435626102293,0.6170465337132004,702
hybrid_rrf_rerank_mq,criteria_qa,0.4982300884955752,0.5929203539823009,0.6766961651917405,0.7876106194690266,0.7342182890855458,0.8495575221238938,0.804424778761062,0.9026548672566371,0.6363990729034977,0.4982300884955752,0.5929203539823009,0.6766961651917405,0.7876106194690266,0.7342182890855458,0.8495575221238938,0.804424778761062,0.9026548672566371,0.6363990729034977,0.7342182890855458,113
hybrid_rrf_rerank_mq,free_text_qa,0.33875,0.3975,0.48625,0.5575,0.5775,0.6425,0.6925,0.7575,0.44568154761904766,0.33875,0.3975,0.48625,0.5575,0.5775,0.6425,0.6925,0.7575,0.44568154761904766,0.5775,400
hybrid_rrf_rerank_mq,mcq,0.3273979107312441,0.36752136752136755,0.46201329534662866,0.5284900284900285,0.5595916429249762,0.6353276353276354,0.6718898385565053,0.7549857549857549,0.4296262379595713,0.3273979107312441,0.36752136752136755,0.46201329534662866,0.5284900284900285,0.5595916429249762,0.6353276353276354,0.6718898385565053,0.7549857549857549,0.4296262379595713,0.5595916429249762,702
hybrid_rrf_rerank_mq_jiwar,criteria_qa,0.5752212389380531,0.5929203539823009,0.7595870206489675,0.8053097345132744,0.7772861356932153,0.8230088495575221,0.7861356932153392,0.831858407079646,0.685630004214075,0.5752212389380531,0.5929203539823009,0.7595870206489675,0.8053097345132744,0.7772861356932153,0.8230088495575221,0.7861356932153392,0.831858407079646,0.685630004214075,0.7342182890855458,113
hybrid_rrf_rerank_mq_jiwar,free_text_qa,0.375,0.4075,0.5275,0.58,0.59625,0.6425,0.6325,0.68,0.46395833333333336,0.375,0.4075,0.5275,0.58,0.59625,0.6425,0.6325,0.68,0.46395833333333336,0.5775,400
hybrid_rrf_rerank_mq_jiwar,mcq,0.35208926875593544,0.3789173789173789,0.49810066476733145,0.5455840455840456,0.5792972459639126,0.6353276353276354,0.6355650522317189,0.698005698005698,0.44779880613213946,0.35208926875593544,0.3789173789173789,0.49810066476733145,0.5455840455840456,0.5792972459639126,0.6353276353276354,0.6355650522317189,0.698005698005698,0.44779880613213946,0.5595916429249762,702
hybrid_rrf_rerank_mq_pageagg,criteria_qa,0.5070796460176991,0.6106194690265486,0.6545722713864307,0.7610619469026548,0.7209439528023599,0.7964601769911505,0.740117994100295,0.7964601769911505,0.6252212389380531,0.5070796460176991,0.6106194690265486,0.6545722713864307,0.7610619469026548,0.7209439528023599,0.7964601769911505,0.740117994100295,0.7964601769911505,0.6252212389380531,0.7209439528023599,113
hybrid_rrf_rerank_mq_pageagg,free_text_qa,0.33,0.3875,0.47125,0.54,0.52,0.555,0.53375,0.555,0.4082767857142857,0.33,0.3875,0.47125,0.54,0.52,0.555,0.53375,0.555,0.4082767857142857,0.52,400
