item_id,model_id,mode,NF4,BF16
clinical_astra_b03_013,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b03_013,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b03_013,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b03_013,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b03_013,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b03_013,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b03_014,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b03_014,XHToken/Spark-X2.5-4B,no_rag,1.0,1.0
clinical_astra_b03_014,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b03_014,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b03_014,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b03_014,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b03_014,meta-llama/Llama-3.2-1B-Instruct,no_rag,1.0,1.0
clinical_astra_b03_014,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b03_015,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b03_015,XHToken/Spark-X2.5-4B,no_rag,1.0,1.0
clinical_astra_b03_015,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b03_015,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b03_015,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b03_015,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b03_015,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b03_015,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b03_016,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b03_016,XHToken/Spark-X2.5-4B,no_rag,0.0,0.0
clinical_astra_b03_016,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b03_016,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b03_016,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b03_016,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b03_016,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b03_017,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b03_017,XHToken/Spark-X2.5-4B,no_rag,1.0,1.0
clinical_astra_b03_017,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b03_017,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b03_017,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b03_017,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,1.0
clinical_astra_b03_017,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b03_017,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b03_018,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b03_018,XHToken/Spark-X2.5-4B,no_rag,1.0,1.0
clinical_astra_b03_018,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b03_018,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b03_018,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b03_018,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b03_018,meta-llama/Llama-3.2-1B-Instruct,no_rag,1.0,1.0
clinical_astra_b03_018,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b03_019,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b03_019,XHToken/Spark-X2.5-4B,no_rag,0.0,1.0
clinical_astra_b03_019,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b03_019,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b03_019,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b03_019,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b03_019,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b03_020,XHToken/Spark-X2.5-4B,no_rag,0.0,0.0
clinical_astra_b03_020,google/gemma-3-12b-it,no_rag,0.0,0.0
clinical_astra_b03_020,google/gemma-4-12B-it,no_rag,0.0,0.0
clinical_astra_b03_020,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,0.0
clinical_astra_b03_020,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b04_001,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b04_001,XHToken/Spark-X2.5-4B,no_rag,0.0,0.0
clinical_astra_b04_001,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b04_001,google/gemma-4-12B-it,no_rag,0.0,1.0
clinical_astra_b04_001,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,0.0
clinical_astra_b04_001,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b04_001,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b04_002,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b04_002,XHToken/Spark-X2.5-4B,no_rag,0.0,0.0
clinical_astra_b04_002,google/gemma-3-12b-it,no_rag,0.0,0.0
clinical_astra_b04_002,google/gemma-4-12B-it,no_rag,0.0,0.0
clinical_astra_b04_002,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,0.0
clinical_astra_b04_002,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b04_002,microsoft/phi-4,no_rag,0.0,0.0
clinical_astra_b04_003,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b04_003,XHToken/Spark-X2.5-4B,no_rag,1.0,1.0
clinical_astra_b04_003,google/gemma-3-27b-it,no_rag,0.0,0.0
clinical_astra_b04_003,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b04_003,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,1.0
clinical_astra_b04_003,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b04_004,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b04_004,XHToken/Spark-X2.5-4B,no_rag,1.0,1.0
clinical_astra_b04_004,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b04_004,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b04_004,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b04_004,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b04_004,meta-llama/Llama-3.2-1B-Instruct,no_rag,1.0,1.0
clinical_astra_b04_004,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b04_005,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b04_005,google/gemma-3-27b-it,no_rag,0.0,1.0
clinical_astra_b04_005,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,1.0
clinical_astra_b04_006,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b04_006,XHToken/Spark-X2.5-4B,no_rag,0.0,0.0
clinical_astra_b04_006,google/gemma-3-12b-it,no_rag,1.0,0.0
clinical_astra_b04_006,google/gemma-4-12B-it,no_rag,0.0,1.0
clinical_astra_b04_006,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,0.0
clinical_astra_b04_006,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b04_006,microsoft/phi-4,no_rag,0.0,0.0
clinical_astra_b04_007,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b04_007,XHToken/Spark-X2.5-4B,no_rag,0.0,0.0
clinical_astra_b04_007,google/gemma-3-27b-it,no_rag,0.0,0.0
clinical_astra_b04_007,google/gemma-4-12B-it,no_rag,0.0,1.0
clinical_astra_b04_007,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b04_008,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b04_008,XHToken/Spark-X2.5-4B,no_rag,0.0,1.0
clinical_astra_b04_008,google/gemma-4-12B-it,no_rag,0.0,1.0
clinical_astra_b04_008,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b04_009,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b04_009,XHToken/Spark-X2.5-4B,no_rag,0.0,0.0
clinical_astra_b04_009,google/gemma-3-12b-it,no_rag,0.0,0.0
clinical_astra_b04_009,google/gemma-3-27b-it,no_rag,0.0,0.0
clinical_astra_b04_009,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,0.0
clinical_astra_b04_009,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b04_009,microsoft/phi-4,no_rag,0.0,0.0
clinical_astra_b04_010,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b04_010,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b04_010,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b04_010,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b04_010,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b04_010,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b04_010,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b04_011,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b04_011,XHToken/Spark-X2.5-4B,no_rag,1.0,0.0
clinical_astra_b04_011,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b04_011,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b04_011,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b04_011,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b04_011,meta-llama/Llama-3.2-1B-Instruct,no_rag,1.0,1.0
clinical_astra_b04_011,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b04_012,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b04_012,XHToken/Spark-X2.5-4B,no_rag,1.0,1.0
clinical_astra_b04_012,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b04_012,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b04_012,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b04_012,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b04_012,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b04_013,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b04_013,XHToken/Spark-X2.5-4B,no_rag,0.0,1.0
clinical_astra_b04_013,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b04_013,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,0.0
clinical_astra_b04_013,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b04_014,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b04_014,google/gemma-3-27b-it,no_rag,0.0,1.0
clinical_astra_b04_014,google/gemma-4-12B-it,no_rag,0.0,0.0
clinical_astra_b04_014,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b04_014,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b04_015,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b04_015,XHToken/Spark-X2.5-4B,no_rag,1.0,1.0
clinical_astra_b04_015,google/gemma-3-12b-it,no_rag,0.0,1.0
clinical_astra_b04_015,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b04_015,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b04_015,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b04_015,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b04_016,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b04_016,XHToken/Spark-X2.5-4B,no_rag,0.0,1.0
clinical_astra_b04_016,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b04_016,google/gemma-3-27b-it,no_rag,0.0,0.0
clinical_astra_b04_016,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b04_016,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b04_016,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b04_017,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b04_017,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b04_017,google/gemma-3-27b-it,no_rag,1.0,0.0
clinical_astra_b04_017,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b04_017,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b04_017,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b04_018,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b04_018,google/gemma-3-12b-it,no_rag,0.0,1.0
clinical_astra_b04_018,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b04_018,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b04_018,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b04_018,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b04_019,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b04_019,XHToken/Spark-X2.5-4B,no_rag,1.0,0.0
clinical_astra_b04_019,google/gemma-3-12b-it,no_rag,0.0,0.0
clinical_astra_b04_019,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b04_019,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b04_019,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b04_019,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b04_020,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b04_020,XHToken/Spark-X2.5-4B,no_rag,0.0,1.0
clinical_astra_b04_020,google/gemma-3-27b-it,no_rag,0.0,0.0
clinical_astra_b04_020,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b04_020,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b05_001,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b05_001,XHToken/Spark-X2.5-4B,no_rag,0.0,1.0
clinical_astra_b05_001,google/gemma-3-12b-it,no_rag,0.0,1.0
clinical_astra_b05_001,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b05_001,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b05_001,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b05_001,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b05_001,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b05_002,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b05_002,google/gemma-3-27b-it,no_rag,0.0,1.0
clinical_astra_b05_002,google/gemma-4-12B-it,no_rag,1.0,0.0
clinical_astra_b05_003,google/gemma-3-12b-it,no_rag,0.0,0.0
clinical_astra_b05_003,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,0.0
clinical_astra_b05_003,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b05_003,microsoft/phi-4,no_rag,0.0,0.0
clinical_astra_b05_004,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b05_004,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b05_004,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b05_004,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b05_004,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b05_004,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b05_004,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b05_005,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b05_005,XHToken/Spark-X2.5-4B,no_rag,1.0,1.0
clinical_astra_b05_005,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b05_005,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b05_005,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b05_005,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b05_005,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b05_005,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b05_006,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b05_006,XHToken/Spark-X2.5-4B,no_rag,0.0,0.0
clinical_astra_b05_006,google/gemma-3-12b-it,no_rag,0.0,0.0
clinical_astra_b05_006,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b05_006,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b05_006,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b05_006,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b05_007,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b05_007,XHToken/Spark-X2.5-4B,no_rag,0.0,0.0
clinical_astra_b05_007,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b05_007,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b05_007,google/gemma-4-12B-it,no_rag,0.0,1.0
clinical_astra_b05_007,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,0.0
clinical_astra_b05_007,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b05_008,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b05_008,XHToken/Spark-X2.5-4B,no_rag,0.0,0.0
clinical_astra_b05_008,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b05_008,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b05_008,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,1.0
clinical_astra_b05_008,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b05_008,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b05_009,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b05_009,XHToken/Spark-X2.5-4B,no_rag,0.0,1.0
clinical_astra_b05_009,google/gemma-3-27b-it,no_rag,0.0,0.0
clinical_astra_b05_009,google/gemma-4-12B-it,no_rag,0.0,0.0
clinical_astra_b05_009,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,0.0
clinical_astra_b05_009,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b05_009,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b05_010,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b05_010,google/gemma-3-12b-it,no_rag,0.0,0.0
clinical_astra_b05_010,google/gemma-4-12B-it,no_rag,0.0,1.0
clinical_astra_b05_010,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,0.0
clinical_astra_b05_010,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b05_010,microsoft/phi-4,no_rag,0.0,0.0
clinical_astra_b05_011,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b05_011,google/gemma-4-12B-it,no_rag,0.0,1.0
clinical_astra_b05_011,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b05_012,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b05_012,XHToken/Spark-X2.5-4B,no_rag,0.0,1.0
clinical_astra_b05_012,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b05_012,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,0.0
clinical_astra_b05_012,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b05_012,microsoft/phi-4,no_rag,0.0,1.0
clinical_astra_b05_013,google/gemma-3-12b-it,no_rag,0.0,0.0
clinical_astra_b05_013,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b05_013,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,0.0
clinical_astra_b05_013,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b05_014,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b05_014,XHToken/Spark-X2.5-4B,no_rag,1.0,0.0
clinical_astra_b05_014,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b05_014,microsoft/phi-4,no_rag,0.0,0.0
clinical_astra_b05_015,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b05_015,XHToken/Spark-X2.5-4B,no_rag,0.0,0.0
clinical_astra_b05_015,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b05_015,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b05_015,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b05_015,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b05_016,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b05_016,google/gemma-3-12b-it,no_rag,1.0,0.0
clinical_astra_b05_016,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b05_016,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b05_016,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b05_017,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b05_017,XHToken/Spark-X2.5-4B,no_rag,0.0,1.0
clinical_astra_b05_017,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b05_017,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b05_017,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b05_017,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b05_017,meta-llama/Llama-3.2-1B-Instruct,no_rag,1.0,1.0
clinical_astra_b05_017,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b05_018,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b05_018,XHToken/Spark-X2.5-4B,no_rag,0.0,0.0
clinical_astra_b05_018,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b05_018,google/gemma-3-27b-it,no_rag,0.0,1.0
clinical_astra_b05_018,google/gemma-4-12B-it,no_rag,0.0,0.0
clinical_astra_b05_018,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,0.0
clinical_astra_b05_018,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b05_019,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b05_019,XHToken/Spark-X2.5-4B,no_rag,0.0,0.0
clinical_astra_b05_019,google/gemma-3-12b-it,no_rag,0.0,0.0
clinical_astra_b05_019,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b05_019,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,0.0
clinical_astra_b05_019,microsoft/phi-4,no_rag,0.0,0.0
clinical_astra_b05_020,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b05_020,XHToken/Spark-X2.5-4B,no_rag,1.0,1.0
clinical_astra_b05_020,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b05_020,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b05_020,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b05_020,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,1.0
clinical_astra_b05_020,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b05_020,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b06_001,google/gemma-3-27b-it,no_rag,0.0,0.0
clinical_astra_b06_001,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,0.0
clinical_astra_b06_001,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b06_002,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b06_002,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b06_002,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b06_002,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,0.0
clinical_astra_b06_002,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b06_002,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b06_003,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b06_003,XHToken/Spark-X2.5-4B,no_rag,0.0,1.0
clinical_astra_b06_003,google/gemma-3-12b-it,no_rag,1.0,0.0
clinical_astra_b06_003,google/gemma-3-27b-it,no_rag,1.0,0.0
clinical_astra_b06_003,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b06_003,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,0.0
clinical_astra_b06_003,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b06_004,XHToken/Spark-X2.5-4B,no_rag,0.0,0.0
clinical_astra_b06_004,google/gemma-3-12b-it,no_rag,0.0,0.0
clinical_astra_b06_004,google/gemma-3-27b-it,no_rag,0.0,0.0
clinical_astra_b06_004,google/gemma-4-12B-it,no_rag,1.0,0.0
clinical_astra_b06_004,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,0.0
clinical_astra_b06_004,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b06_004,microsoft/phi-4,no_rag,0.0,0.0
clinical_astra_b06_005,XHToken/Spark-X2.5-4B,no_rag,0.0,0.0
clinical_astra_b06_005,google/gemma-3-12b-it,no_rag,0.0,0.0
clinical_astra_b06_005,google/gemma-3-27b-it,no_rag,0.0,0.0
clinical_astra_b06_005,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b06_005,microsoft/phi-4,no_rag,0.0,1.0
clinical_astra_b06_006,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b06_006,XHToken/Spark-X2.5-4B,no_rag,1.0,1.0
clinical_astra_b06_006,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b06_006,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b06_006,google/gemma-4-12B-it,no_rag,1.0,0.0
clinical_astra_b06_006,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,0.0
clinical_astra_b06_006,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b06_006,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b06_007,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b06_007,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b06_007,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b06_007,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b06_007,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b06_007,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
